,order_id,predicted_total_minutes
0,f629881954df817b768c981ad52c56ce,126.69826670558402
1,4d322b65c5ff3c0ab5a68661fe499c33,71.94485007639777
2,7ebab6283d87c169291afd709bd9b4d7,129.4734542644829
3,123bb583303cacd65ae42cd85bdf7694,87.25521786331656
4,f4b7a5bbd3582dc0fe1d85188e792860,65.89204336563759
5,6524fba0a126c5967e4db44221b02fc5,85.77843600060011
6,7062f976e809b9359859f78c44630cf0,50.34754331363225
7,28bbb5a282b8cd339c0fcb9b94013db5,47.556179768827505
8,78f8009702d808c6ca11a0944ac9c3e6,82.16778230999795
9,965e0defd4ead563eadc1a7c34b4edb7,89.14180359018083
10,49845e33bd5460f98688897bc4c15901,60.61402937741434
11,d4a9ae159d3d5e849f378e58d2b77158,93.4758462682974
12,16c3e255c1672442d7fb85e2838e04ee,68.39109192735482
13,3e09a9311c8751a35a69a30dd2d8cc42,130.3367420428449
14,ea3e91b7044baf9edab6bb354c4e12ef,128.9746679434577
15,7cc742a7e52a2ac5a2e127de603f5747,137.93168209508602
16,150bd9290b2125e67541098173e2cfb1,93.07610051814888
17,79067ae34757e7033abf6e6af15d65b6,75.09516142947923
18,c5e0d58824d77bc13c33118db1a6110b,97.81604790170648
19,4fcbdd61194e6bfe7dd859415f43da58,44.04247604031468
20,613aa2b12a93506f8e9c657be0cfc8b4,89.56630384102344
21,0c2d71097624abc6ae88d52d8d0f7db0,62.81506445617904
22,efc9c37e922fd9bd81a793866123c83e,89.34173460032557
23,aac2343e862ae3a022c503ac7e574f01,76.07818797236634
24,f59f1ae0d89814bd0f94c4080678b7cb,66.59892973278865
25,0bf2b8da783570615c464c78fcf0ca3f,109.51512999677082
26,b13c87e52222ac3e4d4174d20479dab6,83.5787902446908
27,4c1ef4c641976ddf4062fde1887677ec,72.43344215192353
28,afed17b48e2276e0fd5a0c967bbdf9cf,59.86885962097614
29,8a4f8e362801ad18ed00b876e7bd1d82,106.17904145676391
30,6a0d896b618a3faae23c9e97b951a143,69.7793354754236
31,d310cd2b3c99fcd329a6b06238580fee,81.92038292053284
32,b4a06cc94a27856c5093faabcbdce390,45.862753411077456
33,8dc0febcfdb32aa34789fc190383175f,81.96589147958197
34,a4288a7c97f435af970b1bba6205ae54,63.298042545293654
35,e317d337ecf7b2fea965fdecc096d5c6,75.16985380465788
36,bac3023b1190c00dc020c558952bf348,102.91319850609095
37,fcc913edac1da9685a4cb23ee34c7ebe,125.89396412829471
38,0cbb33c0b8bc5ef25779128ff0d9b8a1,65.20948617034733
39,b3c73e8e054a858c18de47eeb47fcb0b,87.66424614959648
40,6a517c0b810becf4b3f0aee8e068a785,83.97922365300084
41,dc763a8e25d2343c6fb279905cfc40ee,56.979946154179395
42,f67e4c71cf46ef411d244e86943ecae1,112.81042317551551
43,1a19221d2ea4041b9f29d22b4946f264,102.82706944147142
44,93d30249cf385540ec47df8624062684,98.30101453738148
45,99ff66396b2736a42a7744075ec7fa1c,78.02801950462232
46,8268c68eafaf43f2eaaaf6bd2367a0e9,58.773433562922214
47,dd1c0cdcf9a72c694441b006314fa560,67.53493485484329
48,cb4d4a2e3702148cd3cc192e890280b0,143.64864348145113
49,5fb0c1bf4cada8a0f2b6fa35d02b4fdb,67.38021632614904
50,24d3c77a3a16a2d9fd455e0c64b0726a,66.16073805053638
51,42d541d2cc98f58ae2c8b3b8baf17b4e,57.62332621200982
52,4a4f9eec6c686215e5306fac8a78f0d6,71.4025313022928
53,6dae6ab972a2d4e3909093435760967a,156.22398645304057
54,6ed112486894a5c2a0741d1dc9485e58,92.28571876820315
55,06ecf2c686b9dc37314f65249cacd3b0,156.8491700612841
56,c0cfb0b8ae2b0a445c8bbff0ee208273,140.60830118318583
57,bf3c2b18c9d6817f2efef84f78897c47,111.85255461916502
58,1b44fa7aa056b6713d41af3068bc0fe1,94.30994731683985
59,db6ca66120cc1361e92b56c0517574b0,110.13939912538918
60,1d06d5c786268984b1f90b2db7c1830f,120.15844549646513
61,bc1171e36e16e1b85c25f424664a1e1e,76.83140656677382
62,ddf76dee29a18bdd88a04f8aef2e82ff,89.1134034169724
63,c539a78331fc925bf3f22d2f7c56543a,79.3283014943644
64,776136611aa2ffe63d476be7c12075f7,71.08025815144886
65,eeaf9fd9ae12c366fa14b78538fa9a1c,62.10222174544091
66,cb4edeec109ca2313a1835d79c68de20,56.27762544792168
67,8c1ae4e4abe2574b53bf427d8545bf87,110.72679430977601
68,82bf985b9755679fe7d8a42b436ceb2a,79.12153174566534
69,e0456f270d70cd10f943fe4c54ecc66f,111.41923002682135
70,dc96ae1d4047887789b4d1b0ee109240,74.71838770940961
71,2ffaea7ce4a6dfb693d0dc146d492172,100.19116204756678
72,bc4ed88821ac4f7c05729d3f129daec0,82.8719919576328
73,7e4856caac7bd55549b6148cbf1749ab,62.93562348792175
74,d5ae4b0fea3363466bd790403ec2e7a2,65.03017705639732
75,6c19b980c37af60f19930b838b384a57,143.40552843936567
76,0e765c50f496c636d04318bc8d62e09b,55.66526876617947
77,5da6222e48e7bab3fa777744232b8950,93.04079380624353
78,90d000ea28bd1fe42a476320980c9189,64.73057828315125
79,cfec0ea6a08d9f3bf837363269fb4a32,86.86212106416605
80,d195e87dad88eb7d0a1b79d37843cef1,110.35624654209458
81,62f4b6abdfc38bf502a77e01391701b2,59.11238621852267
82,cc0f6699c9c05a483abd2baf35c3585c,65.43469880583145
83,5f60117578565c33bb53aabf95180fcc,94.54338965574394
84,7f1675df8ad5e14a71f3fd34747f1525,56.19264633664332
85,910c94095197eeb0e513afacc472bef2,121.28507676857825
86,2a9c76277e48ab854b0f49221bb0813d,44.31261907929818
87,a9ecc5a48e0fceb25fc8c2d2aeb13c85,65.75767784716369
88,096e86be65dd299dcc5791a57aaf4acc,66.30239785676093
89,054379a3733530ae444e964467884d07,141.38125675715077
90,4890af337fa8b56b61faed8a92d039ff,142.1398847050877
91,828fae52d82ef561044e834a3471654a,102.27513407452949
92,c05ddcd1527d5676685197f57fff2324,91.01425170787117
93,2381df57bd0a15f19e270be72590f459,64.52599067532472
94,b4677552ea18d9f0b172e931c0e8e9b0,149.36356265946824
95,a00db061c605cc0322171c8012460125,78.20315087066011
96,90315a902be07c8355b3b29c43d4af0c,78.54516984149447
97,8e445068b52024d327f396451523e6b3,113.41606652580853
98,5605d14386e6e0316086aaf29773d05a,75.34838079693425
99,be727d73b5f666300cb52d3963516579,84.91619537902466
100,00b2105a5bdcf5a556dffeada72353cb,73.31994744389499
101,6afe3288d50f6b61c99dbcd5d7f3eec1,81.11299836336325
102,7c6583b14685bd56265d6274545405a9,167.00680469855817
103,1048da1c7ef1df5f3be3d3e63f11a7b1,81.92939088295823
104,338996aa5ed976b0d1d7e8c2038c5e35,106.74180099661122
105,5964b5374a67fe2cc7ea8d2d77db10d7,88.8291808961908
106,84972f4c089cce240fe6140d0b199dbc,95.12628172565513
107,46746aa4000396a3dde560bb99b284cd,109.28625871394004
108,a145e13a19ce99e8a7de1ef86826ec7e,82.57393636476382
109,1efd96279d8b7d3dad34a88611aaf232,122.15160199308474
110,0bece5648c9d3c38295ac66833f6c414,62.313262065709445
111,965a787a49c195a32baf62dbf3a7e16c,82.20979807425596
112,411ae76f30cd1335b8dc9accb811afa5,75.52747063005572
113,6c5b325e79e3de628be6bcdbbe363b72,83.24175907289519
114,471f47245001ed6dcaa21562791a85c9,121.14446247637584
115,de52398c662804c69ff3b03966c29277,62.81297699172849
116,8e2aebe335abdd0d35a388b7c59249d2,135.58170570320894
117,2e2a7aa53fa75dcc157c92032cee1681,109.22829233992668
118,0b8fb527a00568db2036adaad2d8dbf1,60.69886843061415
119,5d50f90a630af3f3b59036a2bb359915,108.74143403399229
120,6aa5711bc37f5aa412411ce64d3dd21c,56.85566074660477
121,07624f0e6a2103858a2029ad12239ab5,83.62068674891525
122,3afa8c8e7e8b672cd5a257c9ab56a694,90.50295856341776
123,593d2df6d5f5507a86d2c4452330f9bc,112.37313539778654
124,86668b68cc80b9ffdda543c2100a2151,89.45311865789836
125,5e15a0c10cc1d7371c9132ac7c4f4fcf,70.84086019409315
126,d4c394bcda775c32f0411a30222f8d6e,101.17631530678781
127,a08b2a42e35c1fc358d8c0db420e5bf3,68.72249861357034
128,386edb369ba6723705375f85ec68b0a1,111.06720850464649
129,efb46762d4893143ce62097b2fec7b2b,71.32791526324762
130,314a627d0126ee91d263fcd0096dbaa7,56.706225183031236
131,f9a56640b663fcb490da7fda68eb46e8,103.3902550192323
132,2166c53ae8e42d58ad868e6177b275ca,81.40362971377405
133,b68ebb93d44f7eb0d53a7cd98186d1ce,82.19271517477095
134,e0a74de2fe71be1131f70c9d4babd0c1,121.69958521099815
135,4b31f75b50d8a8ac342c36f5f7acf3e1,84.57438990039225
136,07c13c6c7ab60a2bf027cc23aa87e047,69.73149847183815
137,3a226ea48debc0a7ae9950d5540f2f34,63.0292584245299
138,57f8d47123cd74908630c42e6a1abfb9,63.72414601583584
139,bc9909874db80c80591f88743a76587d,110.60718732885404
